Timestamp,Usuario,Rol,Accion,Entidad,ID_Entidad,Detalle
2023-01-27 12:06:10,jcastillo14,Paciente,HISTORIAL_CONSULTA,Historial,ID-06063,Operacion registrada automaticamente
2023-01-27 13:39:40,malvarado21,Paciente,CITA_CANCELADA,Cita,ID-02502,Operacion registrada automaticamente
2023-01-27 16:37:56,mcastillo22,Paciente,CITA_COMPLETADA,Cita,ID-05346,Operacion registrada automaticamente
2023-01-28 17:06:40,ochavez12,Paciente,CITA_CANCELADA,Cita,ID-03000,Operacion registrada automaticamente
2023-01-29 12:55:06,druiz71,Medico,RECETA_EMITIDA,Receta,ID-00107,Operacion registrada automaticamente
2023-01-29 13:02:48,dramirez79,Medico,RECETA_EMITIDA,Receta,ID-02806,Operacion registrada automaticamente
2023-01-29 14:17:15,ccastillo11,Paciente,CITA_COMPLETADA,Cita,ID-03073,Operacion registrada automaticamente
2023-01-29 14:24:25,glopez20,Paciente,CITA_COMPLETADA,Cita,ID-08201,Operacion registrada automaticamente
2023-01-29 15:06:20,admin,Administrador,BUSQUEDA,Global,ID-09822,Operacion registrada automaticamente
2023-01-30 08:40:00,dherrera73,Medico,HISTORIAL_ENTRADA,Historial,ID-01737,Operacion registrada automaticamente
2023-01-30 11:10:31,vcastro19,Paciente,HISTORIAL_CONSULTA,Historial,ID-01812,Operacion registrada automaticamente
2023-01-30 15:47:44,lmendez24,Paciente,CITA_COMPLETADA,Cita,ID-09600,Operacion registrada automaticamente
2023-01-31 10:26:12,fperez1,Paciente,CITA_CREADA,Cita,ID-09737,Operacion registrada automaticamente
2023-01-31 11:35:16,vchavez25,Paciente,CITA_COMPLETADA,Cita,ID-07523,Operacion registrada automaticamente
2023-01-31 11:49:13,dgrefa78,Medico,HISTORIAL_ENTRADA,Historial,ID-02580,Operacion registrada automaticamente
2023-01-31 12:28:03,pfigueroa29,Paciente,LOGIN_OK,Usuario,ID-07687,Operacion registrada automaticamente
2023-01-31 12:33:00,pjimenez11,Paciente,PAGO_REGISTRADO,Factura,ID-05370,Operacion registrada automaticamente
2023-01-31 12:34:12,nfigueroa1,Paciente,CITA_COMPLETADA,Cita,ID-01486,Operacion registrada automaticamente
2023-01-31 12:53:29,arodriguez53,Paciente,HISTORIAL_CONSULTA,Historial,ID-07654,Operacion registrada automaticamente
2023-01-31 16:06:17,cbenitez59,Paciente,LOGIN_OK,Usuario,ID-03541,Operacion registrada automaticamente
2023-01-31 16:18:48,dmartinez60,Medico,HISTORIAL_ENTRADA,Historial,ID-09154,Operacion registrada automaticamente
2023-02-01 10:55:57,admin,Administrador,BUSQUEDA,Global,ID-02361,Operacion registrada automaticamente
2023-02-01 11:40:19,admin,Administrador,BUSQUEDA,Global,ID-05139,Operacion registrada automaticamente
2023-02-01 13:03:44,mromero75,Paciente,LOGIN_OK,Usuario,ID-06650,Operacion registrada automaticamente
2023-02-02 16:14:36,fgomez3,Paciente,PAGO_REGISTRADO,Factura,ID-06998,Operacion registrada automaticamente
2023-02-02 17:46:53,aguzman43,Paciente,PAGO_REGISTRADO,Factura,ID-07445,Operacion registrada automaticamente
2023-02-03 09:17:00,scastillo8,Paciente,LOGIN_OK,Usuario,ID-07871,Operacion registrada automaticamente
2023-02-03 09:47:34,aguzman43,Paciente,CITA_COMPLETADA,Cita,ID-04482,Operacion registrada automaticamente
2023-02-03 09:57:39,admin,Administrador,FACTURA_EMITIDA,Factura,ID-02125,Operacion registrada automaticamente
2023-02-03 11:35:28,daguilar64,Medico,RECETA_EMITIDA,Receta,ID-00030,Operacion registrada automaticamente
2023-02-03 16:19:02,pfigueroa29,Paciente,CITA_CREADA,Cita,ID-00283,Operacion registrada automaticamente
2023-02-03 17:20:25,admin,Administrador,FACTURA_EMITIDA,Factura,ID-06936,Operacion registrada automaticamente
2023-02-04 09:40:06,dfigueroa20,Paciente,LOGIN_OK,Usuario,ID-08039,Operacion registrada automaticamente
2023-02-04 12:52:28,rshiguango25,Paciente,LOGIN_OK,Usuario,ID-07390,Operacion registrada automaticamente
2023-02-04 15:53:19,dperez74,Medico,HISTORIAL_ENTRADA,Historial,ID-06350,Operacion registrada automaticamente
2023-02-04 17:57:00,dcerda76,Medico,HISTORIAL_ENTRADA,Historial,ID-06291,Operacion registrada automaticamente
2023-02-05 11:07:51,ngrefa5,Paciente,HISTORIAL_CONSULTA,Historial,ID-08046,Operacion registrada automaticamente
2023-02-05 12:03:19,iperez7,Paciente,LOGIN_OK,Usuario,ID-00841,Operacion registrada automaticamente
2023-02-05 13:36:52,admin,Administrador,BUSQUEDA,Global,ID-06509,Operacion registrada automaticamente
2023-02-05 13:57:46,eherrera16,Paciente,LOGIN_OK,Usuario,ID-07615,Operacion registrada automaticamente
2023-02-05 16:24:25,malvarado21,Paciente,CITA_CREADA,Cita,ID-07292,Operacion registrada automaticamente
2023-02-06 08:55:15,etapuy11,Paciente,PAGO_REGISTRADO,Factura,ID-01763,Operacion registrada automaticamente
2023-02-06 10:09:59,dramirez76,Medico,RECETA_EMITIDA,Receta,ID-04644,Operacion registrada automaticamente
2023-02-06 13:13:29,iruiz14,Paciente,PAGO_REGISTRADO,Factura,ID-03666,Operacion registrada automaticamente
2023-02-06 14:26:19,vchavez25,Paciente,LOGIN_OK,Usuario,ID-08342,Operacion registrada automaticamente
2023-02-06 15:25:23,brodriguez6,Paciente,PAGO_REGISTRADO,Factura,ID-07387,Operacion registrada automaticamente
2023-02-07 08:58:18,dperez69,Medico,HISTORIAL_ENTRADA,Historial,ID-05038,Operacion registrada automaticamente
2023-02-07 12:36:29,admin,Administrador,BUSQUEDA,Global,ID-06275,Operacion registrada automaticamente
2023-02-07 15:20:36,daguilar64,Medico,RECETA_EMITIDA,Receta,ID-09347,Operacion registrada automaticamente
2023-02-07 17:08:47,dsanchez37,Paciente,PAGO_REGISTRADO,Factura,ID-01954,Operacion registrada automaticamente
2023-02-07 17:30:51,tespinoza2,Paciente,LOGIN_OK,Usuario,ID-02094,Operacion registrada automaticamente
2023-02-08 10:43:18,dperez55,Paciente,CITA_CANCELADA,Cita,ID-02826,Operacion registrada automaticamente
2023-02-08 11:00:11,daguilar65,Medico,HISTORIAL_ENTRADA,Historial,ID-04354,Operacion registrada automaticamente
2023-02-08 11:42:13,dgomez73,Medico,RECETA_EMITIDA,Receta,ID-05076,Operacion registrada automaticamente
2023-02-08 11:58:52,rchavez14,Paciente,CITA_CANCELADA,Cita,ID-06914,Operacion registrada automaticamente
2023-02-08 12:49:54,ccastillo11,Paciente,PAGO_REGISTRADO,Factura,ID-06496,Operacion registrada automaticamente
2023-02-09 08:54:58,ctorres71,Paciente,CITA_CREADA,Cita,ID-05930,Operacion registrada automaticamente
2023-02-09 14:38:28,mromero75,Paciente,LOGIN_OK,Usuario,ID-00062,Operacion registrada automaticamente
2023-02-10 09:50:00,lcruz27,Paciente,HISTORIAL_CONSULTA,Historial,ID-01815,Operacion registrada automaticamente
2023-02-10 11:09:58,dtapuy27,Paciente,HISTORIAL_CONSULTA,Historial,ID-07580,Operacion registrada automaticamente
2023-02-11 08:34:10,eguzman16,Paciente,CITA_CANCELADA,Cita,ID-04739,Operacion registrada automaticamente
2023-02-11 11:32:16,lvargas8,Paciente,CITA_CANCELADA,Cita,ID-08008,Operacion registrada automaticamente
2023-02-11 14:59:28,admin,Administrador,BUSQUEDA,Global,ID-01716,Operacion registrada automaticamente
2023-02-12 08:31:50,fcaceres25,Paciente,CITA_CANCELADA,Cita,ID-01052,Operacion registrada automaticamente
2023-02-12 15:25:07,pgomez57,Paciente,CITA_CREADA,Cita,ID-05648,Operacion registrada automaticamente
2023-02-13 09:15:38,hgonzalez6,Paciente,HISTORIAL_CONSULTA,Historial,ID-05397,Operacion registrada automaticamente
2023-02-14 08:03:45,dtapuy71,Medico,HISTORIAL_ENTRADA,Historial,ID-04341,Operacion registrada automaticamente
2023-02-15 08:30:00,tespinoza2,Paciente,PAGO_REGISTRADO,Factura,ID-04078,Operacion registrada automaticamente
2023-02-15 09:01:16,agarcia28,Paciente,LOGIN_OK,Usuario,ID-07428,Operacion registrada automaticamente
2023-02-15 13:03:39,admin,Administrador,BUSQUEDA,Global,ID-07310,Operacion registrada automaticamente
2023-02-16 11:27:07,vfigueroa39,Paciente,LOGIN_OK,Usuario,ID-08103,Operacion registrada automaticamente
2023-02-16 13:13:06,ftapuy44,Paciente,PAGO_REGISTRADO,Factura,ID-03862,Operacion registrada automaticamente
2023-02-16 13:56:15,admin,Administrador,FACTURA_EMITIDA,Factura,ID-01287,Operacion registrada automaticamente
2023-02-16 14:34:56,sespinoza15,Paciente,CITA_CREADA,Cita,ID-08156,Operacion registrada automaticamente
2023-02-16 14:52:28,dlopez50,Paciente,CITA_CREADA,Cita,ID-09962,Operacion registrada automaticamente
2023-02-17 08:04:46,pmedina26,Paciente,LOGIN_OK,Usuario,ID-07382,Operacion registrada automaticamente
2023-02-17 12:56:38,sjimenez2,Paciente,CITA_COMPLETADA,Cita,ID-05928,Operacion registrada automaticamente
2023-02-17 14:20:04,dsanchez56,Medico,RECETA_EMITIDA,Receta,ID-06056,Operacion registrada automaticamente
2023-02-17 16:27:13,valvarado4,Paciente,CITA_CREADA,Cita,ID-07454,Operacion registrada automaticamente
2023-02-17 17:25:25,dshiguango9,Paciente,CITA_CANCELADA,Cita,ID-08185,Operacion registrada automaticamente
2023-02-17 17:48:31,admin,Administrador,BUSQUEDA,Global,ID-08669,Operacion registrada automaticamente
2023-02-18 09:37:37,dperez55,Paciente,CITA_CREADA,Cita,ID-02611,Operacion registrada automaticamente
2023-02-18 11:19:39,admin,Administrador,FACTURA_EMITIDA,Factura,ID-02578,Operacion registrada automaticamente
2023-02-18 13:34:24,iruiz14,Paciente,CITA_CREADA,Cita,ID-09142,Operacion registrada automaticamente
2023-02-18 16:34:44,bcruz1,Paciente,CITA_CREADA,Cita,ID-01713,Operacion registrada automaticamente
2023-02-19 11:03:07,mcerda62,Paciente,PAGO_REGISTRADO,Factura,ID-02105,Operacion registrada automaticamente
2023-02-19 11:57:47,bmartinez3,Paciente,CITA_CREADA,Cita,ID-09588,Operacion registrada automaticamente
2023-02-19 17:22:28,evega12,Paciente,LOGIN_OK,Usuario,ID-00702,Operacion registrada automaticamente
2023-02-20 08:11:18,hherrera16,Paciente,CITA_COMPLETADA,Cita,ID-08403,Operacion registrada automaticamente
2023-02-20 10:42:38,dflores57,Medico,RECETA_EMITIDA,Receta,ID-00591,Operacion registrada automaticamente
2023-02-20 10:46:52,dalvarado78,Medico,RECETA_EMITIDA,Receta,ID-01576,Operacion registrada automaticamente
2023-02-20 14:44:10,cbenitez59,Paciente,CITA_COMPLETADA,Cita,ID-02559,Operacion registrada automaticamente
2023-02-20 17:10:04,iromero17,Paciente,CITA_COMPLETADA,Cita,ID-06970,Operacion registrada automaticamente
2023-02-21 08:22:24,hcaceres10,Paciente,CITA_COMPLETADA,Cita,ID-04825,Operacion registrada automaticamente
2023-02-21 17:20:56,admin,Administrador,BUSQUEDA,Global,ID-01013,Operacion registrada automaticamente
2023-02-21 17:24:47,mespinoza51,Paciente,CITA_CANCELADA,Cita,ID-09173,Operacion registrada automaticamente
2023-02-21 17:30:27,pjimenez11,Paciente,CITA_CANCELADA,Cita,ID-01701,Operacion registrada automaticamente
2023-02-22 11:51:41,admin,Administrador,BUSQUEDA,Global,ID-06428,Operacion registrada automaticamente
2023-02-22 11:59:31,lcruz38,Paciente,CITA_CREADA,Cita,ID-06861,Operacion registrada automaticamente
2023-02-22 14:30:52,rjimenez63,Paciente,PAGO_REGISTRADO,Factura,ID-03974,Operacion registrada automaticamente
2023-02-23 14:36:57,lgomez36,Paciente,PAGO_REGISTRADO,Factura,ID-03843,Operacion registrada automaticamente
2023-02-23 16:26:53,mromero46,Paciente,LOGIN_OK,Usuario,ID-08931,Operacion registrada automaticamente
2023-02-24 09:21:19,agarcia57,Paciente,LOGIN_OK,Usuario,ID-09929,Operacion registrada automaticamente
2023-02-25 09:31:35,admin,Administrador,BUSQUEDA,Global,ID-00490,Operacion registrada automaticamente
2023-02-25 12:52:40,mespinoza51,Paciente,LOGIN_OK,Usuario,ID-02682,Operacion registrada automaticamente
2023-02-25 13:42:46,bcruz1,Paciente,PAGO_REGISTRADO,Factura,ID-03186,Operacion registrada automaticamente
2023-02-25 14:26:35,sromero12,Paciente,PAGO_REGISTRADO,Factura,ID-09152,Operacion registrada automaticamente
2023-02-26 14:02:44,mcastillo22,Paciente,CITA_COMPLETADA,Cita,ID-03056,Operacion registrada automaticamente
2023-02-27 14:39:07,hvega5,Paciente,HISTORIAL_CONSULTA,Historial,ID-04393,Operacion registrada automaticamente
2023-02-27 14:47:35,dramos64,Medico,RECETA_EMITIDA,Receta,ID-01479,Operacion registrada automaticamente
2023-02-28 15:20:29,rchavez14,Paciente,PAGO_REGISTRADO,Factura,ID-09379,Operacion registrada automaticamente
2023-02-28 16:05:14,ccastillo12,Paciente,CITA_CANCELADA,Cita,ID-02237,Operacion registrada automaticamente
2023-02-28 16:22:51,dmartinez60,Medico,HISTORIAL_ENTRADA,Historial,ID-01070,Operacion registrada automaticamente
2023-02-28 16:45:12,fcastro23,Paciente,LOGIN_OK,Usuario,ID-06033,Operacion registrada automaticamente
2023-02-28 17:36:43,srodriguez37,Paciente,CITA_CREADA,Cita,ID-06825,Operacion registrada automaticamente
2023-03-01 12:26:27,mgarcia63,Paciente,PAGO_REGISTRADO,Factura,ID-09060,Operacion registrada automaticamente
2023-03-01 13:14:53,calvarado17,Paciente,CITA_CREADA,Cita,ID-08572,Operacion registrada automaticamente
2023-03-01 17:28:17,ccastillo11,Paciente,HISTORIAL_CONSULTA,Historial,ID-06156,Operacion registrada automaticamente
2023-03-02 08:13:31,fgrefa18,Paciente,CITA_COMPLETADA,Cita,ID-05916,Operacion registrada automaticamente
2023-03-03 08:00:54,hgonzalez6,Paciente,HISTORIAL_CONSULTA,Historial,ID-05887,Operacion registrada automaticamente
2023-03-03 08:56:46,ccastro52,Paciente,LOGIN_OK,Usuario,ID-02246,Operacion registrada automaticamente
2023-03-03 13:50:57,daguilar10,Paciente,CITA_COMPLETADA,Cita,ID-02136,Operacion registrada automaticamente
2023-03-03 15:21:54,mcerda15,Paciente,CITA_CANCELADA,Cita,ID-01900,Operacion registrada automaticamente
2023-03-03 16:48:13,frodriguez13,Paciente,CITA_CANCELADA,Cita,ID-08636,Operacion registrada automaticamente
2023-03-04 09:46:21,amartinez25,Paciente,CITA_CANCELADA,Cita,ID-08694,Operacion registrada automaticamente
2023-03-04 10:55:28,dgarcia71,Medico,RECETA_EMITIDA,Receta,ID-08930,Operacion registrada automaticamente
2023-03-05 10:51:00,dfigueroa79,Medico,RECETA_EMITIDA,Receta,ID-02824,Operacion registrada automaticamente
2023-03-05 17:58:12,lcerda41,Paciente,CITA_CANCELADA,Cita,ID-03175,Operacion registrada automaticamente
2023-03-06 16:45:18,cruiz46,Paciente,CITA_COMPLETADA,Cita,ID-05960,Operacion registrada automaticamente
2023-03-07 08:30:29,admin,Administrador,BUSQUEDA,Global,ID-06106,Operacion registrada automaticamente
2023-03-07 09:12:13,gperez16,Paciente,CITA_CREADA,Cita,ID-03861,Operacion registrada automaticamente
2023-03-07 12:50:25,jramos10,Paciente,LOGIN_OK,Usuario,ID-03941,Operacion registrada automaticamente
2023-03-07 17:33:58,dlopez50,Paciente,CITA_CANCELADA,Cita,ID-01083,Operacion registrada automaticamente
2023-03-08 15:23:40,amendez4,Paciente,CITA_CREADA,Cita,ID-06976,Operacion registrada automaticamente
2023-03-08 17:30:58,nfigueroa1,Paciente,PAGO_REGISTRADO,Factura,ID-05312,Operacion registrada automaticamente
2023-03-09 10:57:26,dramirez77,Medico,RECETA_EMITIDA,Receta,ID-07524,Operacion registrada automaticamente
2023-03-10 09:12:30,dvega73,Medico,RECETA_EMITIDA,Receta,ID-08982,Operacion registrada automaticamente
2023-03-10 10:47:05,lcruz27,Paciente,CITA_CANCELADA,Cita,ID-08542,Operacion registrada automaticamente
2023-03-10 17:11:04,vsanchez3,Paciente,CITA_CREADA,Cita,ID-03682,Operacion registrada automaticamente
2023-03-11 08:47:14,igarcia20,Paciente,PAGO_REGISTRADO,Factura,ID-04464,Operacion registrada automaticamente
2023-03-11 12:46:22,vchavez25,Paciente,CITA_CREADA,Cita,ID-09278,Operacion registrada automaticamente
2023-03-11 17:10:53,dflores55,Medico,HISTORIAL_ENTRADA,Historial,ID-00194,Operacion registrada automaticamente
2023-03-11 17:14:44,mcerda91,Paciente,CITA_CANCELADA,Cita,ID-02385,Operacion registrada automaticamente
2023-03-12 09:27:08,admin,Administrador,FACTURA_EMITIDA,Factura,ID-04632,Operacion registrada automaticamente
2023-03-12 17:18:18,lvargas8,Paciente,CITA_CREADA,Cita,ID-03133,Operacion registrada automaticamente
2023-03-13 10:57:08,maguilar12,Paciente,CITA_CANCELADA,Cita,ID-02270,Operacion registrada automaticamente
2023-03-13 12:36:24,cchavez28,Paciente,CITA_COMPLETADA,Cita,ID-09506,Operacion registrada automaticamente
2023-03-13 12:49:42,admin,Administrador,FACTURA_EMITIDA,Factura,ID-06836,Operacion registrada automaticamente
2023-03-13 13:02:54,fmendez37,Paciente,LOGIN_OK,Usuario,ID-00125,Operacion registrada automaticamente
2023-03-13 14:16:23,dshiguango9,Paciente,PAGO_REGISTRADO,Factura,ID-09997,Operacion registrada automaticamente
2023-03-13 16:17:48,dvargas58,Medico,RECETA_EMITIDA,Receta,ID-00717,Operacion registrada automaticamente
2023-03-14 15:05:22,vcastro19,Paciente,LOGIN_OK,Usuario,ID-09783,Operacion registrada automaticamente
2023-03-15 12:13:57,framirez27,Paciente,CITA_COMPLETADA,Cita,ID-05694,Operacion registrada automaticamente
2023-03-15 12:14:45,drivera21,Paciente,LOGIN_OK,Usuario,ID-02274,Operacion registrada automaticamente
2023-03-15 14:01:02,admin,Administrador,FACTURA_EMITIDA,Factura,ID-01442,Operacion registrada automaticamente
2023-03-15 14:20:50,dromero76,Medico,HISTORIAL_ENTRADA,Historial,ID-09549,Operacion registrada automaticamente
2023-03-15 14:31:37,framirez27,Paciente,CITA_CANCELADA,Cita,ID-05943,Operacion registrada automaticamente
2023-03-15 16:18:51,admin,Administrador,BUSQUEDA,Global,ID-00237,Operacion registrada automaticamente
2023-03-15 17:25:02,cflores49,Paciente,LOGIN_OK,Usuario,ID-07503,Operacion registrada automaticamente
2023-03-16 08:15:54,hgonzalez6,Paciente,HISTORIAL_CONSULTA,Historial,ID-02523,Operacion registrada automaticamente
2023-03-16 10:49:07,dcerda73,Medico,RECETA_EMITIDA,Receta,ID-03482,Operacion registrada automaticamente
2023-03-16 14:40:05,dramos64,Medico,RECETA_EMITIDA,Receta,ID-06493,Operacion registrada automaticamente
2023-03-16 15:04:17,gguzman9,Paciente,CITA_CANCELADA,Cita,ID-07213,Operacion registrada automaticamente
2023-03-16 16:24:16,eherrera16,Paciente,HISTORIAL_CONSULTA,Historial,ID-09770,Operacion registrada automaticamente
2023-03-18 11:26:41,nespinoza13,Paciente,PAGO_REGISTRADO,Factura,ID-00661,Operacion registrada automaticamente
2023-03-18 11:44:05,agarcia57,Paciente,LOGIN_OK,Usuario,ID-09599,Operacion registrada automaticamente
2023-03-18 16:41:37,lvargas8,Paciente,CITA_COMPLETADA,Cita,ID-01575,Operacion registrada automaticamente
2023-03-19 14:41:05,rrodriguez50,Paciente,LOGIN_OK,Usuario,ID-08512,Operacion registrada automaticamente
2023-03-19 15:38:01,mgomez29,Paciente,PAGO_REGISTRADO,Factura,ID-09567,Operacion registrada automaticamente
